#Name	Chromosome	Start	End	sample1	sample2	sample3
CL_4204	7	533684	533686	1.026	1.015	1.262
CL_4205	7	245027	245029	0.599	0.865	0.606
CL_4206	7	456773	456775	0.464	0.462	0.861
CL_4207	7	243953	243955	0.442	1.347	0.942
CL_4208	7	441921	441923	1.065	1.393	0.688
CL_4209	7	724264	724266	0.581	1.39	0.883
CL_4210	7	994539	994541	0.668	1.005	0.782
CL_4211	7	1094117	1094119	1.309	1.298	0.547
CL_4212	7	828286	828288	1.416	0.444	1.084
CL_4213	7	1079889	1079891	0.5	1.328	0.909
CL_4214	7	695969	695971	0.998	1.375	1.19
CL_4215	7	835288	835290	1.332	1.361	0.649
CL_4216	7	1053679	1053681	0.7	1.225	1.091
CL_4217	7	431479	431481	1.161	0.715	0.89
CL_4218	7	741426	741428	0.886	0.899	1.238
CL_4219	7	386663	386665	0.88	1.431	0.597
CL_4220	7	415439	415441	0.874	0.494	1.147
CL_4221	7	443874	443876	1.267	0.531	1.35
CL_4223	7	859168	859170	1.369	1.339	0.476
CL_4224	7	453223	453225	0.836	1.038	1.134
CL_4225	7	554175	554177	0.818	0.975	0.638
CL_4226	7	765495	765497	0.727	0.834	0.939
CL_4227	7	391558	391560	0.823	0.504	0.589
CL_4228	7	746272	746274	0.763	1.331	0.762
CL_4229	7	471018	471020	0.454	0.458	0.975
CL_4230	7	1208688	1208690	1.423	1.196	0.524
CL_4231	7	342810	342812	0.496	0.624	1.125
CL_4232	7	313638	313640	0.966	1.287	0.624
CL_4233	7	587667	587669	1.046	0.792	0.727
CL_4234	7	1193273	1193275	0.942	0.857	0.845
CL_4235	7	367462	367464	1.106	0.574	0.907
CL_4236	7	536628	536630	1.366	0.549	0.633
CL_4237	7	1165854	1165856	1.09	0.789	1.456
CL_4238	7	1087648	1087650	1.194	0.929	1.437
CL_4239	7	857284	857286	0.893	0.839	0.532
CL_4241	7	606766	606768	0.967	1.24	0.692
CL_4242	7	464249	464251	0.864	0.958	1.009
CL_4243	7	873461	873463	1.418	1.214	0.684
CL_4244	7	839847	839849	1.2	1.417	1.017
CL_4245	7	968500	968502	1.379	0.911	0.748
CL_4246	7	297340	297342	1.428	0.938	0.711
CL_4247	7	674192	674194	1.227	1.186	1.308
CL_4248	7	906089	906091	1.228	1.214	0.554
CL_4249	7	946894	946896	0.636	1.151	1.152
CL_4250	7	351552	351554	1.371	1.375	0.941
CL_4251	7	550362	550364	0.938	0.78	1.053
CL_4252	7	1036211	1036213	1.299	0.974	1.111
CL_4253	7	399131	399133	0.712	1.019	1.33
CL_4254	7	1150421	1150423	1.354	0.63	1.343
CL_4255	7	1048092	1048094	1.072	0.895	0.977
CL_4256	7	533219	533221	0.49	1.293	0.743
CL_4257	7	323163	323165	0.54	1.154	0.934
CL_4258	7	467130	467132	0.784	0.818	0.627
CL_4259	7	1012583	1012585	0.933	0.709	1.44
CL_4260	7	545717	545719	0.572	1.347	0.957
CL_4261	7	762590	762592	1.007	0.554	0.633
CL_4262	7	1132483	1132485	0.95	1.029	0.54
CL_4263	7	832786	832788	1.228	0.612	0.578
CL_4264	7	690021	690023	0.621	0.611	1.097
CL_4265	7	485561	485563	0.759	1.148	0.818
CL_4266	7	1267741	1267743	0.784	0.614	0.726
CL_4267	7	872740	872742	1.402	0.993	1.328
CL_4268	7	603700	603702	0.521	1.11	0.529
CL_4269	7	1264538	1264540	0.948	0.542	1.044
CL_4270	7	1026121	1026123	0.873	1.082	0.855
CL_4271	7	710305	710307	1.19	0.512	0.962
CL_4272	7	695558	695560	1.264	1.043	0.482
CL_4273	7	611634	611636	0.654	0.702	0.473
CL_4274	7	1037239	1037241	0.803	0.853	1.464
CL_4275	7	724752	724754	1.262	1.087	0.706
CL_4276	7	1042163	1042165	1.002	0.91	1.063
CL_4277	7	673839	673841	0.688	1.095	0.786
CL_4278	7	1071313	1071315	0.961	0.829	0.896
CL_4279	7	476567	476569	0.89	1.203	1.154
CL_4281	7	1111094	1111096	0.473	0.857	0.64
CL_4282	7	1255521	1255523	0.564	1.115	0.709
CL_4284	7	1372098	1372100	0.716	0.602	0.805
CL_4285	7	1277448	1277450	0.975	0.895	0.76
CL_4286	7	1432976	1432978	0.914	0.999	0.993
CL_4287	7	572646	572648	0.67	0.552	0.615
CL_4288	7	401981	401983	1.265	1.309	2.671
CL_4289	7	1117687	1117689	-0.807	0.055	0.775
CL_4290	7	1171712	1171714	0.521	-0.24	2.024
CL_4291	7	686430	686432	-0.155	-0.026	1.893
CL_4292	7	597982	597984	0.718	-0.017	2.233
CL_4293	7	755395	755397	-0.962	-0.192	0.689
CL_4294	7	730364	730366	0.127	0.139	0.818
CL_4295	7	1027460	1027462	0.304	0.245	1.57
CL_4296	7	1499641	1499643	0.046	-0.056	1.891
CL_4297	7	676625	676627	0.027	-0.559	1.478
CL_4298	7	1290905	1290907	1.587	1.857	2.565
CL_4299	7	640373	640375	0.351	0.462	1.024
CL_4300	7	1390938	1390940	0.14	0.073	2.324
CL_4301	7	1062309	1062311	1.238	1.272	2.347
CL_4302	7	1635131	1635133	-1.011	-1.464	1.444
CL_4303	7	1483873	1483875	-0.181	0.535	1.335
CL_4304	7	1662366	1662368	-0.329	-0.41	1.131
CL_4305	7	1735127	1735129	0.095	-0.33	1.176
CL_4306	7	1051413	1051415	-0.795	-0.22	1.103
CL_4307	7	654401	654403	-0.58	0.07	0.39
CL_4308	7	720329	720331	0.207	-1.158	0.876
CL_4309	7	919546	919548	0.602	-0.245	2.299
CL_4310	7	1388465	1388467	0.684	-0.599	2.251
CL_4311	7	992107	992109	0.408	-0.533	1.126
CL_4313	7	1508043	1508045	1.302	-1.29	2.875
CL_4314	7	1055868	1055870	0.893	-0.483	1.611
CL_4315	7	1686181	1686183	-1.826	1.915	0.691
CL_4316	7	1671081	1671083	1.047	-0.543	2.326
CL_4317	7	1866211	1866213	0.943	-1.154	1.869
CL_4319	7	1296794	1296796	1.081	-1.365	2.454
CL_4320	7	964029	964031	-2.545	2.033	-0.421
CL_4321	7	1598590	1598592	0.401	-1.24	1.532
CL_4322	7	1042381	1042383	0.496	-0.227	1.983
CL_4323	7	749430	749432	-0.027	-1.071	0.859
CL_4324	7	1210732	1210734	-0.835	0.108	0.629
CL_4325	7	1295339	1295341	1.05	-0.903	2.043
CL_4326	7	1081256	1081258	-1.429	1.032	-0.512
CL_4327	7	1896680	1896682	-1.794	1.484	0.362
CL_4328	7	523231	523233	0.125	-0.355	2.34
CL_4329	7	1972634	1972636	-0.237	-0.482	1.563
CL_4330	7	1949759	1949761	0.718	-0.796	1.692
CL_4331	7	960098	960100	0.507	0.165	2.245
CL_4332	7	659942	659944	-2.181	1.225	-1.132
CL_4333	7	1459412	1459414	1.157	-0.806	2.201
CL_4334	7	1849211	1849213	0.82	-1.622	1.844
CL_4335	7	936025	936027	0.312	-0.914	2.213
CL_4336	7	1759143	1759145	0.339	-0.543	1.838
CL_4337	7	1564439	1564441	1.265	-1.083	2.384
CL_4338	7	742253	742255	-0.545	-0.462	1.75
CL_4339	7	579075	579077	0.013	-0.89	1.811
CL_4340	7	1162039	1162041	1.081	-1.715	2.386
CL_4341	8	3764	3766	-2.507	2.8	-1.923
CL_4342	8	10771	10773	1.039	-1.665	1.101
CL_4343	8	15755	15757	-0.399	0.381	0.458
CL_4344	8	9071	9073	1.773	-2.064	1.093
CL_4345	8	24757	24759	-1.158	1.792	-0.163
CL_4346	8	14102	14104	0.604	-0.06	0.653
CL_4347	8	16418	16420	0.6	-0.467	0.566
CL_4348	8	56296	56298	0.09	-0.053	0.192
CL_4349	8	58112	58114	0.661	0.119	0.203
CL_4350	8	84855	84857	-0.282	-0.295	0.833
CL_4351	8	75842	75844	-0.345	-1.11	0.86
CL_4352	8	54216	54218	-0.296	0.268	1.076
CL_4353	8	74789	74791	0.92	-0.505	0.193
CL_4354	8	72914	72916	0.518	-1.024	0.508
CL_4356	8	95170	95172	1.208	-1.061	1.175
CL_4357	8	101377	101379	0.975	-0.885	0.464
CL_4358	8	110532	110534	1.047	-1.283	0.169
CL_4359	8	139116	139118	0.166	0.392	0.74
CL_4360	8	216488	216490	0.993	-1.106	1.943
CL_4361	8	176467	176469	-0.457	0.444	-0.275
CL_4362	8	161636	161638	0.158	-0.547	-0.326
CL_4363	8	111062	111064	-0.336	-0.085	-1.042
CL_4364	8	272694	272696	0.285	-0.335	-0.622
CL_4365	8	219007	219009	-0.544	-0.748	0.822
CL_4366	8	265954	265956	0.634	-1.682	1.531
CL_4367	8	111199	111201	0.635	-1.94	0.707
CL_4368	8	267676	267678	-0.498	-0.458	0.592
CL_4369	8	189629	189631	-1.737	1.341	-1.629
CL_4370	8	289948	289950	0.298	-1	1.429
CL_4371	8	98161	98163	-1.742	1.895	-2.044
CL_4372	8	260337	260339	0.284	-0.501	1.331
CL_4373	8	329747	329749	1.4	-0.998	1.781
CL_4374	8	282702	282704	-1.751	1.677	-1.195
CL_4375	8	273767	273769	1.487	-0.935	1.384
CL_4376	8	158823	158825	0.544	-1.149	1.038
CL_4377	8	341287	341289	0.151	-0.473	0.532
CL_4378	8	331687	331689	-0.389	0.226	-1.276
CL_4379	8	288940	288942	1.098	-1.824	0.612
CL_4380	8	383570	383572	0.062	-0.269	0.909
CL_4381	8	168208	168210	-0.291	0.129	-0.214
CL_4382	8	412363	412365	1.416	-0.78	1.052
CL_4383	8	336364	336366	0.384	-0.552	0.984
CL_4384	8	125479	125481	-0.405	-0.14	-0.541
CL_4385	8	224739	224741	1.178	-1.234	0.242
CL_4386	8	339489	339491	0.497	-1.316	1.207
CL_4387	8	162439	162441	-0.734	-0.402	0.158
CL_4388	8	385510	385512	0.868	-0.848	1.624
CL_4389	8	267194	267196	-0.24	0.262	-0.131
CL_4390	8	410100	410102	0.342	-1.186	1.353
CL_4391	8	244023	244025	-0.683	1.278	-0.631
CL_4393	8	307592	307594	0.506	-0.128	1.196
CL_4394	8	535549	535551	0.196	0.103	-0.094
CL_4395	8	189775	189777	-0.17	-0.123	0.055
CL_4396	8	319823	319825	-0.786	0.505	-0.686
CL_4397	8	411149	411151	0.33	-0.994	-0.543
CL_4398	8	471066	471068	-3.424	2.952	-2.205
CL_4400	8	232451	232453	0.228	-0.4	0.466
CL_4401	8	342498	342500	0.624	-0.686	-0.027
CL_4403	8	336064	336066	-0.752	0.785	-0.559
CL_4404	8	501457	501459	0.183	-0.501	0.233
CL_4405	8	560468	560470	-0.289	-0.518	-0.727
CL_4406	8	189624	189626	-0.55	-0.877	0.326
CL_4407	8	270862	270864	-0.225	0.511	-0.983
CL_4408	8	334718	334720	0.987	-0.773	0.857
CL_4409	8	515002	515004	1.138	-1.166	0.809
CL_4410	8	689878	689880	-0.668	1.082	-2.087
CL_4411	8	419982	419984	1.826	-1.208	1.398
CL_4412	8	531321	531323	1.349	-1.332	0.56
CL_4413	8	468508	468510	0.82	-1.228	0.026
CL_4414	8	374021	374023	-1.712	0.686	-1.1
CL_4415	8	257982	257984	-0.277	-0.018	-0.584
CL_4416	8	553154	553156	-0.159	-0.839	-0.416
CL_4417	8	242414	242416	0.168	-0.798	0.191
CL_4418	8	415307	415309	0.125	-0.627	0.19
CL_4419	8	254584	254586	-1.39	-0.414	-1.393
CL_4420	8	642134	642136	0.691	-1.485	0.721
CL_4421	8	283209	283211	-1.327	1.69	-0.65
CL_4422	8	737789	737791	-0.961	0.689	-1.293
CL_4423	8	753534	753536	-2.992	2.75	-2.453
CL_4424	8	683966	683968	0.597	-0.764	1.077
CL_4425	8	647077	647079	0.209	0.035	0.669
CL_4426	8	428182	428184	1.036	-0.387	1.355
CL_4427	8	464338	464340	-0.458	-0.067	-0.979
CL_4428	8	442469	442471	1.094	-1.16	0.431
CL_4429	8	241765	241767	0.422	-0.585	0.289
CL_4430	8	759622	759624	0.555	-1.249	0.964
CL_4431	8	690696	690698	-0.693	1.953	-1.48
CL_4432	8	804431	804433	1.608	-1.994	0.923
CL_4433	8	780586	780588	1.327	-1.589	1.279
CL_4434	8	269714	269716	-0.041	-0.905	-0.574
CL_4435	8	311258	311260	0.418	-1.158	0.474
CL_4436	8	955411	955413	-2.524	2.311	-1.854
CL_4437	8	547284	547286	0.535	-0.591	0.183
CL_4438	8	844753	844755	-0.261	0.559	0.33
CL_4439	8	361136	361138	-0.853	0.304	-1.048
CL_4440	8	770666	770668	0.613	-0.46	1.181
CL_4441	8	542584	542586	0.429	-0.463	0.403
CL_4442	8	481354	481356	-1.441	-0.051	-1.789
CL_4443	8	1004866	1004868	-0.473	-0.284	-0.54
CL_4444	8	918136	918138	0.193	0.903	0.349
CL_4445	8	437938	437940	-1.048	0.91	-0.507
CL_4446	8	644547	644549	-0.636	-0.045	-0.898
CL_4447	8	741898	741900	0.829	-1.079	1.228
CL_4448	8	612509	612511	-0.33	0.092	-0.803
CL_4449	8	514109	514111	-1.229	0.636	-1.371
CL_4450	8	680188	680190	1.344	-1.008	1.668
CL_4451	8	1010608	1010610	0.829	-1.144	0.786
CL_4452	8	977225	977227	0.298	-0.221	0.872
CL_4453	8	961053	961055	-2.283	1.121	-1.847
CL_4454	8	861335	861337	0.445	-1.113	0.377
CL_4455	8	1157299	1157301	-0.343	-0.778	0.389
CL_4456	8	410533	410535	-0.187	-0.156	-0.168
CL_4457	8	997185	997187	1.189	-1.626	0.911
CL_4458	8	654983	654985	-0.555	1.316	-0.082
CL_4459	8	766050	766052	0.563	0.306	0.292
CL_4460	8	1013323	1013325	0.337	-0.647	0.757
CL_4461	8	643467	643469	0.72	-0.316	0.919
CL_4462	8	794979	794981	0.909	-0.986	1.779
CL_4463	8	375400	375402	-0.301	-0.344	-0.287
CL_4464	8	1212317	1212319	2.31	-1.146	0.403
CL_4465	8	600774	600776	-0.555	0.099	-0.406
CL_4466	8	412501	412503	0.149	-1.207	0.848
CL_4467	8	401004	401006	-0.472	0.379	-1.22
CL_4468	8	743329	743331	-2.159	1.5	-1.204
CL_4469	8	501862	501864	0.869	-1.182	0.464
CL_4470	8	1059012	1059014	0.972	-0.673	0.281
CL_4471	8	330201	330203	-2.182	2.007	-1.187
CL_4472	8	404099	404101	0.465	-0.093	0.342
CL_4473	8	739667	739669	1.18	-1.007	0.95
CL_4474	8	1253952	1253954	-1.408	0.671	-1.483
CL_4475	8	1012265	1012267	0.598	-0.864	1.022
CL_4476	8	1197213	1197215	0.503	-0.661	0.361
CL_4477	8	415297	415299	0.553	-0.624	1.403
CL_4478	8	614861	614863	0.36	-1.032	1.042
CL_4479	8	1060324	1060326	-1.22	1.167	-1.36
CL_4480	8	571309	571311	-2.352	3.063	-2.21
CL_4481	8	1012688	1012690	-0.406	-0.087	-0.367
CL_4482	8	1308699	1308701	-2.779	2.26	-2.792
CL_4483	8	369019	369021	0.226	-0.993	0.544
CL_4484	8	600235	600237	-1.882	-0.054	-2.05
CL_4485	8	367784	367786	-0.748	1.396	-0.816
CL_4486	8	441039	441041	1.559	-0.815	1.656
CL_4487	8	1024596	1024598	-1.919	1.501	-1.876
CL_4488	8	408291	408293	0.804	-1.425	1.088
CL_4489	8	770693	770695	1.343	-1.295	1.225
CL_4490	8	1251530	1251532	1.017	-1.006	0.806
CL_4491	8	335897	335899	0.411	-0.502	-0.421
CL_4492	8	744058	744060	1.402	-1.206	0.819
CL_4493	8	354483	354485	-2.584	2.465	-2.201
CL_4494	8	1413543	1413545	-2.067	2.694	-2.737
CL_4495	8	1274379	1274381	-0.749	-0.342	0.014
CL_4496	8	386516	386518	-0.129	0.123	1.235
CL_4497	8	1560735	1560737	0.466	-1.279	0.556
CL_4498	8	797215	797217	-0.656	0.92	-0.024
CL_4499	8	1190871	1190873	-0.207	-0.299	-0.304
CL_4500	8	1394071	1394073	0.134	0.014	0.072
CL_4501	8	1463137	1463139	-0.131	-0.962	-0.057
CL_4502	8	993985	993987	0.263	-0.533	0.905
CL_4503	8	1617647	1617649	-0.552	1.112	-1.502
CL_4504	8	1581775	1581777	0.156	0.076	0.118
CL_4506	8	1456692	1456694	-1.11	1.107	-0.254
CL_4507	8	1271053	1271055	0.496	-0.096	-0.078
CL_4508	8	440224	440226	-0.414	0.283	-0.691
CL_4509	8	600481	600483	-0.626	0.436	0.269
CL_4510	8	510108	510110	0.588	-1.416	-0.027
CL_4511	8	1121683	1121685	0.88	-0.281	0.83
CL_4512	8	1131097	1131099	0.652	-1.663	1.08
CL_4513	8	768048	768050	-0.885	0.402	-0.983
CL_4514	8	600749	600751	-0.086	-0.338	0.171
CL_4515	8	695190	695192	1.141	-0.084	0.732
CL_4516	8	1170137	1170139	0.622	-1.071	0.24
CL_4517	8	1230436	1230438	1.368	-1.173	1.049
CL_4518	8	1363129	1363131	-0.005	-0.228	0.653
CL_4519	8	1507685	1507687	0.263	0.349	-0.822
CL_4520	8	1349134	1349136	0.344	-0.382	-0.504
CL_4521	8	908121	908123	-0.473	-0.384	-1.22
CL_4522	8	1426937	1426939	-0.133	0.903	-0.195
CL_4523	8	941526	941528	0.247	-1.243	1.503
CL_4524	9	34766	34768	0.75	-0.491	0.716
CL_4525	9	16840	16842	-1.399	0.902	-1.332
CL_4526	9	23565	23567	0.713	-0.958	0.488
CL_4527	9	61189	61191	-2.095	2.292	-2.147
CL_4528	9	43773	43775	-0.612	0.391	0.269
CL_4529	9	48708	48710	-1.483	1.342	-0.077
CL_4530	9	21779	21781	-1.617	0.225	-1.461
CL_4531	9	29198	29200	0.769	-0.883	1.041
CL_4532	9	28225	28227	-0.54	-0.541	-0.382
CL_4533	9	64762	64764	-0.177	-0.024	-0.586
CL_4534	9	70916	70918	-0.419	1.427	-0.204
CL_4535	9	117677	117679	1.207	-1.014	0.683
CL_4536	9	81321	81323	0.207	-1.101	-0.052
CL_4537	9	58010	58012	0.014	-0.481	0.087
CL_4538	9	62103	62105	-2.289	2.625	-2.387
CL_4539	9	76319	76321	0.467	-0.39	0.394
CL_4540	9	124719	124721	0.228	-0.488	0.216
CL_4541	9	142583	142585	-0.003	-0.71	-0.351
CL_4542	9	39761	39763	-0.16	0.188	-0.571
CL_4543	9	117634	117636	0.112	-0.759	-0.893
CL_4545	9	89933	89935	1.104	-1.052	1.511
CL_4546	9	175935	175937	0.777	0.384	0.714
CL_4547	9	73916	73918	-0.345	-0.492	0.649
CL_4548	9	135363	135365	-1.164	0.658	-1.621
CL_4549	9	136453	136455	0.114	-0.337	0.528
CL_4550	9	77297	77299	-0.358	-0.358	-0.167
CL_4551	9	247862	247864	-0.027	0.599	0.304
CL_4552	9	124541	124543	-1.103	1.739	-0.827
CL_4553	9	96754	96756	-0.537	1.56	-0.412
CL_4554	9	78527	78529	-1.472	1.812	-1.306
CL_4555	9	260586	260588	-0.241	0.734	-1.331
CL_4556	9	121704	121706	0.347	-0.573	0.395
CL_4557	9	161102	161104	-0.357	0.162	-0.239
CL_4558	9	119215	119217	-0.395	-0.689	0.533
CL_4559	9	120940	120942	0.382	-0.167	0.733
CL_4560	9	288432	288434	0.422	-0.605	0.123
CL_4561	9	280441	280443	-0.001	-0.046	0.598
CL_4562	9	81796	81798	0.578	-1.767	0.702
CL_4563	9	106939	106941	0.224	0.203	0.216
CL_4564	9	234372	234374	0.118	0.107	0.008
CL_4565	9	186770	186772	-0.767	-0.144	0.071
CL_4567	9	201596	201598	0.472	-0.649	-0.068
CL_4568	9	190289	190291	0.198	-0.441	0.795
CL_4569	9	245557	245559	-1.626	1.591	-0.93
CL_4571	9	121864	121866	-1.109	1.202	-1.899
CL_4572	9	286661	286663	-0.617	-0.048	-0.314
CL_4573	9	268943	268945	-0.634	0.212	-0.516
CL_4574	9	163168	163170	-2.106	1.86	-1.734
CL_4575	9	323774	323776	0.643	-0.408	1.12
CL_4576	9	310820	310822	-1.113	0.809	-0.402
CL_4577	9	229666	229668	-1.187	0.959	-1.549
CL_4578	9	115144	115146	0.633	-0.666	0.896
CL_4580	9	297138	297140	0.277	-0.431	0.547
CL_4581	9	430671	430673	-0.377	0.314	-0.069
CL_4582	9	394161	394163	-0.157	-0.355	2.251
CL_4583	9	116415	116417	-0.444	0.973	-0.975
CL_4584	9	162449	162451	-3.253	2.96	-2.547
CL_4585	9	434949	434951	-1.107	1.382	-1.031
CL_4586	9	289326	289328	-0.238	0.654	0.619
CL_4587	9	360896	360898	-1.367	1.598	-2.698
CL_4588	9	766275	766277	0.481	-0.736	0.528
CL_4589	9	520078	520080	0.738	-0.821	0.56
CL_4590	9	524480	524482	-0.979	0.887	-0.483
CL_4591	9	681694	681696	-1.622	1.561	-0.601
CL_4592	9	294035	294037	0.855	-1.536	0.615
CL_4593	9	336327	336329	-0.168	-0.436	-0.039
CL_4595	9	459307	459309	-2.042	1.601	-1.671
CL_4596	9	284138	284140	0.208	-0.824	-0.385
CL_4597	9	511508	511510	1.372	-1.921	1.445
CL_4598	9	483405	483407	0.47	-0.628	1.412
CL_4599	9	424531	424533	-2.033	1.444	-3.102
CL_4600	9	243984	243986	0.094	-0.843	0.689
CL_4601	9	403786	403788	-0.252	-0.014	-0.069
CL_4602	9	917805	917807	-0.02	-0.349	0.017
CL_4603	9	238430	238432	-0.763	0.803	-0.846
CL_4604	9	414219	414221	-2.216	2.805	-1.402
CL_4605	9	519152	519154	-0.807	0.389	-1.212
CL_4606	9	337767	337769	-0.439	-0.767	0.058
CL_4607	9	464284	464286	1.303	-1.828	2.197
CL_4608	9	846308	846310	-0.484	0.712	-0.105
CL_4609	9	500483	500485	-0.055	0.144	0.177
CL_4610	9	627588	627590	1.469	-1.246	1.446
CL_4611	9	620753	620755	0.988	-1.226	1.42
CL_4612	9	351434	351436	0.771	-0.664	0.876
CL_4613	9	1038496	1038498	-0.472	0.479	0.046
CL_4614	9	789064	789066	0.849	-1.816	0.587
CL_4615	9	353848	353850	-0.455	0.813	-0.252
CL_4616	9	977336	977338	1.192	-1.106	0.917
CL_4617	9	1047454	1047456	0.386	-0.419	0.877
CL_4619	9	329945	329947	0	-0.062	0.633
CL_4620	9	986340	986342	-2.092	2.329	-2.407
CL_4621	9	500414	500416	0.327	-0.8	0.29
CL_4622	9	373945	373947	-0.031	-1.221	-0.103
CL_4623	9	397767	397769	-0.944	1.416	-1.194
CL_4624	9	659688	659690	0.278	-0.354	0.18
CL_4625	9	777308	777310	0.519	-1.092	1.142
CL_4626	9	744077	744079	-0.951	-0.629	-0.899
CL_4627	9	817544	817546	0.438	-0.528	0.563
CL_4628	9	676879	676881	0.325	-0.775	1.342
CL_4629	9	597315	597317	-2.45	2.199	-2.07
CL_4630	9	321171	321173	1.215	-1.712	1.608
CL_4632	9	1081996	1081998	0.332	-1.172	0.522
CL_4634	9	912649	912651	0.534	-0.785	1.448
CL_4635	9	721217	721219	0.543	0.02	0.594
CL_4636	9	662283	662285	-1.371	-0.4	-1.087
CL_4637	9	1035909	1035911	-1.314	1.097	-1.182
CL_4638	9	989230	989232	0.582	-0.547	1.487
CL_4639	9	360795	360797	0.33	-0.595	0.72
CL_4640	9	1067071	1067073	-1.533	1.168	-1.504
CL_4641	9	465221	465223	0.669	-0.537	0.028
CL_4642	9	443773	443775	-1.277	-0.952	-0.114
CL_4643	9	378082	378084	0.864	-1.365	1.527
CL_4644	9	891599	891601	0.193	-1.032	0.765
CL_4645	9	1046113	1046115	1.512	-1.76	1.593
CL_4646	9	326201	326203	0.038	0.219	0.191
CL_4647	9	553472	553474	0.017	-0.413	0.343
CL_4648	9	762530	762532	-0.672	1.797	-0.371
CL_4649	9	477904	477906	0.675	-1.24	0.08
CL_4650	9	583924	583926	1.946	-0.547	1.763
CL_4651	9	627793	627795	-0.828	0.364	-0.389
CL_4652	9	978899	978901	0.83	-1.387	0.788
CL_4653	9	1197484	1197486	0.093	0.217	-0.177
CL_4654	9	1190193	1190195	-1.262	0.238	-1.038
CL_4655	9	786990	786992	0.793	-1.329	0.77
CL_4656	9	707525	707527	0.581	-0.607	-0.215
CL_4657	9	1276028	1276030	1.948	-1.034	1.114
CL_4658	9	1068481	1068483	-0.681	-0.551	-0.062
CL_4659	9	1334162	1334164	0.974	-1.211	0.681
CL_4660	9	538339	538341	0.792	-1.049	0.675
CL_4661	9	843033	843035	0.512	-0.013	0.419
CL_4663	9	1147953	1147955	1.265	-0.979	1.442
CL_4664	9	723604	723606	0.386	-0.57	-0.545
CL_4665	9	509236	509238	0.144	0.259	-0.253
CL_4666	9	433548	433550	0.568	-0.365	-0.077
CL_4667	9	582008	582010	-1.419	1.148	-0.618
CL_4668	9	536731	536733	0.667	-0.868	1.144
CL_4669	9	1103316	1103318	-0.346	-0.065	0.117
CL_4670	9	1589416	1589418	-0.673	1.127	-0.607
CL_4671	9	1498770	1498772	0.899	-0.495	0.925
CL_4672	9	1163686	1163688	-1.423	0.493	-0.561
CL_4673	9	667872	667874	0.715	-1.386	1.092
CL_4674	9	868586	868588	-1.354	1.277	-0.993
CL_4675	9	524130	524132	0.47	-0.658	0.27
CL_4676	9	653963	653965	-0.293	0.239	0.12
CL_4677	9	603896	603898	-0.131	-0.196	-0.806
CL_4678	9	1182884	1182886	-0.837	0.627	-0.336
CL_4679	9	1080883	1080885	-0.393	0.288	-1.298
CL_4680	9	1356463	1356465	0.516	-0.547	0.652
CL_4681	9	864914	864916	0.369	0.103	0.353
CL_4682	9	565363	565365	1.071	-1.17	0.453
CL_4683	9	552421	552423	-0.014	-0.998	-0.08
CL_4684	9	1341321	1341323	-0.77	0.793	-0.502
CL_4685	9	802530	802532	-0.965	0.904	0.044
CL_4686	9	1582636	1582638	-0.036	-0.101	0.632
CL_4687	9	1183022	1183024	-0.399	0.146	-0.8
CL_4688	9	991109	991111	-1.09	1.745	-0.905
CL_4691	9	993537	993539	-1.058	0.768	-1.09
CL_4692	9	1016655	1016657	-1.38	0.878	-1.068
CL_4693	9	510638	510640	1.947	-0.807	1.235
CL_4694	9	443414	443416	-1.58	0.492	-0.867
CL_4695	9	1104458	1104460	1.153	-0.832	0.361
CL_4696	9	567886	567888	0.401	-0.848	0.218
CL_4697	9	1393100	1393102	0.889	0.153	1.3
CL_4698	9	1651329	1651331	-0.719	0.815	-0.438
CL_4699	9	1190710	1190712	0.422	-0.952	1.107
CL_4700	9	857243	857245	-2.141	0.26	-1.494
CL_4701	9	580644	580646	0.266	-1.472	-0.481
CL_4702	9	1639609	1639611	0.918	-0.412	1.143
CL_4704	9	1546822	1546824	0.454	-0.636	0.212
CL_4705	9	1381220	1381222	0.177	-1.353	0.732
CL_4706	9	468224	468226	0.197	-1.292	0.675
CL_4707	9	909038	909040	-0.112	-1.081	-1.434
CL_4708	9	917694	917696	0.364	-0.09	0.024
CL_4709	9	897587	897589	-0.078	-0.287	0.074
CL_4710	9	844483	844485	-0.879	0.478	-1.31
CL_4711	9	415296	415298	-0.494	0.79	0.025
CL_4712	9	1242951	1242953	0.213	-0.427	0.163
CL_4713	9	1436246	1436248	0.997	-0.991	1.275
CL_4714	X	32549	32551	-3.509	2.889	-0.708
CL_4715	X	39926	39928	-1.55	1.547	0.571
CL_4716	X	39103	39105	-0.647	0.598	0.6
CL_4717	X	36672	36674	-2.042	1.481	0.374
CL_4718	X	19695	19697	-0.125	0.362	1.573
CL_4719	X	26015	26017	-1.922	0.468	-0.735
CL_4720	X	26686	26688	-0.621	0.559	-0.315
CL_4721	X	87429	87431	-0.819	-0.427	-0.297
CL_4722	X	104941	104943	0.201	-0.451	1.727
CL_4723	X	29362	29364	-0.577	0.027	-0.007
CL_4724	X	57562	57564	-1.387	1.33	-0.1
CL_4725	X	36016	36018	-1.406	-0.019	0.005
CL_4726	X	57570	57572	-2.194	2.074	-1.067
CL_4729	X	80826	80828	-0.504	-0.682	1.452
CL_4730	X	88028	88030	-1.535	2.022	-0.069
CL_4731	X	107140	107142	-0.179	0.295	1.177
CL_4732	X	149179	149181	-1.167	-0.109	0.423
